MMSI,BaseDateTime,LAT,LON,SOG,COG
374567890,2023-01-01T12:55:00+00:00,18.82926,72.7719,9.4,242.7
374567890,2023-01-01T13:00:00+00:00,18.9102,72.80853,0.1,65.1
366789123,2023-01-01T13:05:00+00:00,18.8417,72.80696,7.0,156.3
338123456,2023-01-01T13:10:00+00:00,18.91271,72.79388,4.5,28.1
366789123,2023-01-01T13:15:00+00:00,18.97873,72.86974,6.8,331.7
374567890,2023-01-01T13:20:00+00:00,18.88662,72.80114,1.3,271.3
338123456,2023-01-01T13:25:00+00:00,18.93046,72.80297,1.0,277.7
338123456,2023-01-01T13:30:00+00:00,18.90863,72.8643,4.6,154.1
374567890,2023-01-01T13:35:00+00:00,18.81563,72.79488,6.6,276.1
338123456,2023-01-01T13:40:00+00:00,18.8103,72.94971,1.8,325.0
374567890,2023-01-01T13:45:00+00:00,18.93586,72.8965,4.5,219.8
338123456,2023-01-01T13:50:00+00:00,18.88707,72.91427,10.0,131.7
338123456,2023-01-01T13:55:00+00:00,18.85536,72.93146,5.5,131.4
374567890,2023-01-01T14:00:00+00:00,18.9259,72.77458,6.5,136.3
366789123,2023-01-01T14:05:00+00:00,18.90841,72.94261,5.0,340.7
366789123,2023-01-01T14:10:00+00:00,18.83918,72.78452,5.7,120.1
338123456,2023-01-01T14:15:00+00:00,18.95435,72.83432,9.8,207.6
374567890,2023-01-01T14:20:00+00:00,18.96066,72.83165,1.6,93.2
374567890,2023-01-01T14:25:00+00:00,18.88255,72.8656,9.5,25.9
338123456,2023-01-01T14:30:00+00:00,18.97532,72.78976,3.5,1.6
338123456,2023-01-01T14:35:00+00:00,18.99707,72.94091,0.9,226.4
374567890,2023-01-01T14:40:00+00:00,18.90127,72.83915,4.8,325.8
338123456,2023-01-01T14:45:00+00:00,18.90687,72.86744,8.8,285.3
366789123,2023-01-01T14:50:00+00:00,18.97307,72.84814,7.8,327.4
374567890,2023-01-01T14:55:00+00:00,18.94558,72.80709,1.6,218.7
366789123,2023-01-01T15:00:00+00:00,18.88012,72.83633,9.0,297.0
338123456,2023-01-01T15:05:00+00:00,18.87238,72.83367,8.1,183.2
374567890,2023-01-01T15:10:00+00:00,18.85897,72.8621,3.9,19.1
338123456,2023-01-01T15:15:00+00:00,18.81198,72.89894,8.8,230.9
338123456,2023-01-01T15:20:00+00:00,18.8756,72.82969,5.8,59.9
338123456,2023-01-01T15:25:00+00:00,18.86812,72.91409,5.4,292.6
338123456,2023-01-01T15:30:00+00:00,18.80409,72.75711,2.2,258.3
338123456,2023-01-01T15:35:00+00:00,18.96221,72.77494,5.7,253.5
338123456,2023-01-01T15:40:00+00:00,18.89712,72.80608,4.1,72.7
374567890,2023-01-01T15:45:00+00:00,18.95869,72.84285,4.9,46.7
366789123,2023-01-01T15:50:00+00:00,18.94791,72.79964,3.4,2.4
366789123,2023-01-01T15:55:00+00:00,18.87153,72.78349,9.4,69.2
366789123,2023-01-01T16:00:00+00:00,18.9749,72.86093,1.8,320.6
366789123,2023-01-01T16:05:00+00:00,18.85668,72.94132,2.7,259.7
338123456,2023-01-01T16:10:00+00:00,18.85457,72.81446,5.5,193.9
374567890,2023-01-01T16:15:00+00:00,18.96203,72.92849,9.8,22.4
366789123,2023-01-01T16:20:00+00:00,18.81037,72.81396,0.2,31.3
366789123,2023-01-01T16:25:00+00:00,18.97516,72.85486,0.5,18.5
374567890,2023-01-01T16:30:00+00:00,18.97866,72.9023,8.6,82.9
374567890,2023-01-01T16:35:00+00:00,18.89471,72.92325,1.7,274.3
366789123,2023-01-01T16:40:00+00:00,18.93398,72.86301,9.9,207.8
366789123,2023-01-01T16:45:00+00:00,18.96231,72.88779,1.3,146.6
366789123,2023-01-01T16:50:00+00:00,18.90903,72.78318,3.8,254.2
366789123,2023-01-01T16:55:00+00:00,18.81702,72.94415,9.1,263.5
366789123,2023-01-01T17:00:00+00:00,18.93273,72.88709,5.6,56.5
338123456,2023-01-01T17:05:00+00:00,18.89459,72.93712,6.5,242.7
366789123,2023-01-01T17:10:00+00:00,18.8575,72.93911,3.5,28.9
366789123,2023-01-01T17:15:00+00:00,18.93084,72.94107,4.0,162.1
366789123,2023-01-01T17:20:00+00:00,18.93475,72.78635,5.8,202.6
338123456,2023-01-01T17:25:00+00:00,18.80541,72.81357,8.6,190.2
374567890,2023-01-01T17:30:00+00:00,18.81898,72.90073,1.6,6.7
366789123,2023-01-01T17:35:00+00:00,18.87748,72.84216,0.6,219.9
338123456,2023-01-01T17:40:00+00:00,18.82846,72.77996,7.0,99.5
374567890,2023-01-01T17:45:00+00:00,18.9991,72.7942,2.0,308.4
366789123,2023-01-01T17:50:00+00:00,18.86189,72.78946,8.7,104.9
374567890,2023-01-01T17:55:00+00:00,18.95906,72.90931,2.7,283.3
374567890,2023-01-01T18:00:00+00:00,18.89364,72.82822,5.4,318.7
374567890,2023-01-01T18:05:00+00:00,18.88746,72.82186,1.7,262.5
374567890,2023-01-01T18:10:00+00:00,18.87952,72.91646,0.3,43.5
374567890,2023-01-01T18:15:00+00:00,18.85039,72.75917,0.2,272.8
366789123,2023-01-01T18:20:00+00:00,18.97204,72.7851,1.2,282.8
374567890,2023-01-01T18:25:00+00:00,18.81786,72.82259,2.7,132.5
338123456,2023-01-01T18:30:00+00:00,18.83409,72.89973,5.7,28.2
366789123,2023-01-01T18:35:00+00:00,18.90505,72.79969,9.1,66.8
374567890,2023-01-01T18:40:00+00:00,18.83092,72.91192,5.2,110.9
366789123,2023-01-01T18:45:00+00:00,18.93459,72.80616,7.6,41.6
374567890,2023-01-01T18:50:00+00:00,18.82865,72.86332,2.4,242.3
366789123,2023-01-01T18:55:00+00:00,18.91245,72.81396,7.6,16.3
366789123,2023-01-01T19:00:00+00:00,18.94508,72.81426,5.8,158.1
338123456,2023-01-01T19:05:00+00:00,18.81177,72.88467,8.4,101.3
374567890,2023-01-01T19:10:00+00:00,18.83854,72.79609,4.8,75.7
338123456,2023-01-01T19:15:00+00:00,18.91924,72.93169,2.1,320.0
374567890,2023-01-01T19:20:00+00:00,18.97903,72.79237,8.2,12.8
338123456,2023-01-01T19:25:00+00:00,18.86672,72.87164,2.0,350.8
338123456,2023-01-01T19:30:00+00:00,18.8635,72.84245,6.1,4.7
374567890,2023-01-01T19:35:00+00:00,18.92847,72.87372,8.2,22.7
374567890,2023-01-01T19:40:00+00:00,18.89889,72.87503,1.2,286.6
374567890,2023-01-01T19:45:00+00:00,18.94387,72.88767,1.8,324.3
366789123,2023-01-01T19:50:00+00:00,18.85913,72.88795,3.4,242.9
374567890,2023-01-01T19:55:00+00:00,18.85073,72.89671,5.4,238.3
338123456,2023-01-01T20:00:00+00:00,18.81651,72.9101,2.0,164.3
338123456,2023-01-01T20:05:00+00:00,18.81681,72.90765,8.4,133.1
374567890,2023-01-01T20:10:00+00:00,18.94521,72.84733,7.6,52.1
338123456,2023-01-01T20:15:00+00:00,18.8582,72.86478,4.8,61.4
374567890,2023-01-01T20:20:00+00:00,18.93477,72.77243,3.4,218.3
366789123,2023-01-01T20:25:00+00:00,18.97316,72.88736,0.2,119.2
338123456,2023-01-01T20:30:00+00:00,18.94541,72.79342,5.2,112.1
338123456,2023-01-01T20:35:00+00:00,18.97271,72.91982,4.0,67.1
366789123,2023-01-01T20:40:00+00:00,18.99805,72.75223,1.7,198.3
374567890,2023-01-01T20:45:00+00:00,18.9528,72.80014,6.6,341.4
374567890,2023-01-01T20:50:00+00:00,18.84221,72.88531,6.7,229.7
366789123,2023-01-01T20:55:00+00:00,18.90612,72.84278,1.1,14.3
338123456,2023-01-01T21:00:00+00:00,18.96932,72.77999,4.7,181.4
366789123,2023-01-01T21:05:00+00:00,18.99224,72.7686,6.3,231.1
338123456,2023-01-01T21:10:00+00:00,18.95702,72.93809,9.0,217.9
374567890,2023-01-01T21:15:00+00:00,18.80465,72.77311,3.2,200.4
338123456,2023-01-01T21:20:00+00:00,18.81078,72.79701,8.6,303.3
366789123,2023-01-01T21:25:00+00:00,18.94795,72.81812,5.0,79.4
338123456,2023-01-01T21:30:00+00:00,18.83459,72.93227,1.5,32.9
374567890,2023-01-01T21:35:00+00:00,18.97809,72.77233,5.2,73.5
374567890,2023-01-01T21:40:00+00:00,18.81242,72.93278,6.7,136.5
338123456,2023-01-01T21:45:00+00:00,18.92544,72.82364,1.5,279.9
338123456,2023-01-01T21:50:00+00:00,18.83305,72.83,5.2,315.1
338123456,2023-01-01T21:55:00+00:00,18.86065,72.92006,1.7,66.7
374567890,2023-01-01T22:00:00+00:00,18.99903,72.90323,1.7,103.0
366789123,2023-01-01T22:05:00+00:00,18.91975,72.93594,6.6,258.4
366789123,2023-01-01T22:10:00+00:00,18.87937,72.83701,9.3,218.1
374567890,2023-01-01T22:15:00+00:00,18.98972,72.93157,9.3,270.2
366789123,2023-01-01T22:20:00+00:00,18.99306,72.89705,6.8,203.6
374567890,2023-01-01T22:25:00+00:00,18.87369,72.86284,8.3,337.2
366789123,2023-01-01T22:30:00+00:00,18.96675,72.83841,2.3,351.0
366789123,2023-01-01T22:35:00+00:00,18.94816,72.77236,8.1,46.2
338123456,2023-01-01T22:40:00+00:00,18.80799,72.8724,9.2,320.4
338123456,2023-01-01T22:45:00+00:00,18.92023,72.93295,8.0,259.8
366789123,2023-01-01T22:50:00+00:00,18.94094,72.84183,2.7,29.9
366789123,2023-01-01T22:55:00+00:00,18.8986,72.90247,2.5,327.4
366789123,2023-01-01T23:00:00+00:00,18.8379,72.9394,4.9,178.6
338123456,2023-01-01T23:05:00+00:00,18.84234,72.88251,6.3,48.7
366789123,2023-01-01T23:10:00+00:00,18.98934,72.9095,6.4,62.2
338123456,2023-01-01T23:15:00+00:00,18.94038,72.84637,8.7,205.4
374567890,2023-01-01T23:20:00+00:00,18.93675,72.91491,5.7,335.3
374567890,2023-01-01T23:25:00+00:00,18.99894,72.90464,0.4,67.2
374567890,2023-01-01T23:30:00+00:00,18.86205,72.94687,2.4,217.6
374567890,2023-01-01T23:35:00+00:00,18.85347,72.75726,9.3,97.3
374567890,2023-01-01T23:40:00+00:00,18.91091,72.80439,1.1,109.7
366789123,2023-01-01T23:45:00+00:00,18.91828,72.94926,0.4,107.9
338123456,2023-01-01T23:50:00+00:00,18.84448,72.84401,4.9,328.2
366789123,2023-01-01T23:55:00+00:00,18.95471,72.82025,4.1,354.2
338123456,2023-01-01T00:00:00+00:00,18.89893,72.81686,4.5,21.7
374567890,2023-01-01T00:05:00+00:00,18.88322,72.79368,6.1,187.6
366789123,2023-01-01T00:10:00+00:00,18.92065,72.93005,8.8,157.4
338123456,2023-01-01T00:15:00+00:00,18.91853,72.8707,3.7,180.6
374567890,2023-01-01T00:20:00+00:00,18.85326,72.75907,2.0,162.9
338123456,2023-01-01T00:25:00+00:00,18.86113,72.85479,8.7,165.7
366789123,2023-01-01T00:30:00+00:00,18.97701,72.81997,4.6,62.0
338123456,2023-01-01T00:35:00+00:00,18.83364,72.82806,2.0,43.2
366789123,2023-01-01T00:40:00+00:00,18.88989,72.89855,0.3,299.0
338123456,2023-01-01T00:45:00+00:00,18.98093,72.92235,3.4,132.0
338123456,2023-01-01T00:50:00+00:00,18.92501,72.79898,8.8,257.1
374567890,2023-01-01T00:55:00+00:00,18.93674,72.78256,2.9,357.8
366789123,2023-01-01T01:00:00+00:00,18.88684,72.89294,7.1,178.1
374567890,2023-01-01T01:05:00+00:00,18.84229,72.86132,6.8,62.1
374567890,2023-01-01T01:10:00+00:00,18.90192,72.93103,7.5,43.9
366789123,2023-01-01T01:15:00+00:00,18.99492,72.81289,5.4,186.0
366789123,2023-01-01T01:20:00+00:00,18.90112,72.83612,2.8,208.1
374567890,2023-01-01T01:25:00+00:00,18.82869,72.94794,7.8,45.5
374567890,2023-01-01T01:30:00+00:00,18.84131,72.86299,8.0,218.8
338123456,2023-01-01T01:35:00+00:00,18.93271,72.92163,4.5,292.5
338123456,2023-01-01T01:40:00+00:00,18.88561,72.79666,5.9,239.6
374567890,2023-01-01T01:45:00+00:00,18.97591,72.84616,5.9,228.8
338123456,2023-01-01T01:50:00+00:00,18.87958,72.76799,1.9,252.9
374567890,2023-01-01T01:55:00+00:00,18.85322,72.86772,3.0,48.1
338123456,2023-01-01T02:00:00+00:00,18.82757,72.87326,6.6,359.9
366789123,2023-01-01T02:05:00+00:00,18.93023,72.9015,0.8,172.6
374567890,2023-01-01T02:10:00+00:00,18.85954,72.90215,6.3,325.4
338123456,2023-01-01T02:15:00+00:00,18.82362,72.7618,3.3,231.7
374567890,2023-01-01T02:20:00+00:00,18.88436,72.82581,7.9,350.1
366789123,2023-01-01T02:25:00+00:00,18.96309,72.88668,8.1,312.9
338123456,2023-01-01T02:30:00+00:00,18.92514,72.93294,9.1,317.7
374567890,2023-01-01T02:35:00+00:00,18.81392,72.84663,6.6,357.1
366789123,2023-01-01T02:40:00+00:00,18.85357,72.78345,1.6,152.7
374567890,2023-01-01T02:45:00+00:00,18.90027,72.80066,6.6,281.3
338123456,2023-01-01T02:50:00+00:00,18.86454,72.7779,4.3,239.1
374567890,2023-01-01T02:55:00+00:00,18.89135,72.84718,5.2,334.4
374567890,2023-01-01T03:00:00+00:00,18.98057,72.8044,9.0,290.6
338123456,2023-01-01T03:05:00+00:00,18.92646,72.83909,0.6,122.6
374567890,2023-01-01T03:10:00+00:00,18.9889,72.82933,9.3,54.0
366789123,2023-01-01T03:15:00+00:00,18.86428,72.89746,2.7,33.3
374567890,2023-01-01T03:20:00+00:00,18.95194,72.91766,2.8,348.3
338123456,2023-01-01T03:25:00+00:00,18.96982,72.93102,4.3,166.1
374567890,2023-01-01T03:30:00+00:00,18.96495,72.89752,1.8,263.5
366789123,2023-01-01T03:35:00+00:00,18.98932,72.9339,4.5,157.1
338123456,2023-01-01T03:40:00+00:00,18.98349,72.94121,5.6,165.2
366789123,2023-01-01T03:45:00+00:00,18.81879,72.78022,8.0,207.5
366789123,2023-01-01T03:50:00+00:00,18.90702,72.85207,9.3,133.0
374567890,2023-01-01T03:55:00+00:00,18.98166,72.90384,6.9,37.0
366789123,2023-01-01T04:00:00+00:00,18.88576,72.94119,7.7,152.7
374567890,2023-01-01T04:05:00+00:00,18.83871,72.76722,4.6,229.4
338123456,2023-01-01T04:10:00+00:00,18.86866,72.81183,6.8,329.8
374567890,2023-01-01T04:15:00+00:00,18.80539,72.85595,2.6,140.4
374567890,2023-01-01T04:20:00+00:00,18.84855,72.89489,5.9,247.6
338123456,2023-01-01T04:25:00+00:00,18.84343,72.79371,2.9,233.4
366789123,2023-01-01T04:30:00+00:00,18.89957,72.76524,4.7,210.4
374567890,2023-01-01T04:35:00+00:00,18.85745,72.86721,2.6,243.8
338123456,2023-01-01T04:40:00+00:00,18.93734,72.78796,6.3,236.1
374567890,2023-01-01T04:45:00+00:00,18.89963,72.90091,8.7,240.8
374567890,2023-01-01T04:50:00+00:00,18.99898,72.9166,1.5,153.5
338123456,2023-01-01T04:55:00+00:00,18.8944,72.80177,3.5,16.0
374567890,2023-01-01T05:00:00+00:00,18.94047,72.76077,2.7,230.5
338123456,2023-01-01T05:05:00+00:00,18.91657,72.887,1.8,261.0
374567890,2023-01-01T05:10:00+00:00,18.95225,72.8174,3.6,58.1
374567890,2023-01-01T05:15:00+00:00,18.97195,72.9189,0.5,236.9
374567890,2023-01-01T05:20:00+00:00,18.92656,72.83819,6.0,1.6
366789123,2023-01-01T05:25:00+00:00,18.87002,72.8666,0.1,171.8
338123456,2023-01-01T05:30:00+00:00,18.82107,72.80863,7.5,128.5
366789123,2023-01-01T05:35:00+00:00,18.97014,72.81112,3.3,69.6
374567890,2023-01-01T05:40:00+00:00,18.8395,72.79035,9.9,218.5
366789123,2023-01-01T05:45:00+00:00,18.9891,72.77472,7.2,22.7
366789123,2023-01-01T05:50:00+00:00,18.82267,72.82293,3.6,76.8
338123456,2023-01-01T05:55:00+00:00,18.85292,72.94714,9.4,75.9
338123456,2023-01-01T06:00:00+00:00,18.9287,72.93123,4.7,185.3
366789123,2023-01-01T06:05:00+00:00,18.81143,72.75663,1.1,23.3
366789123,2023-01-01T06:10:00+00:00,18.82853,72.84068,1.7,140.1
374567890,2023-01-01T06:15:00+00:00,18.99889,72.77263,1.7,334.6
338123456,2023-01-01T06:20:00+00:00,18.92368,72.87313,0.7,143.2
374567890,2023-01-01T06:25:00+00:00,18.82082,72.90207,1.7,132.3
366789123,2023-01-01T06:30:00+00:00,18.92468,72.79611,7.2,65.5
338123456,2023-01-01T06:35:00+00:00,18.90093,72.86879,1.8,309.5
374567890,2023-01-01T06:40:00+00:00,18.91867,72.79156,6.0,8.3
338123456,2023-01-01T06:45:00+00:00,18.80318,72.80649,9.7,198.8
374567890,2023-01-01T06:50:00+00:00,18.92551,72.83296,6.5,277.0
366789123,2023-01-01T06:55:00+00:00,18.9416,72.82103,5.3,187.2
338123456,2023-01-01T07:00:00+00:00,18.95486,72.77765,9.6,153.9
366789123,2023-01-01T07:05:00+00:00,18.85564,72.80217,9.4,118.1
374567890,2023-01-01T07:10:00+00:00,18.8943,72.90401,3.2,239.3
366789123,2023-01-01T07:15:00+00:00,18.94764,72.7552,3.1,58.3
366789123,2023-01-01T07:20:00+00:00,18.80109,72.7565,4.7,23.6
338123456,2023-01-01T07:25:00+00:00,18.94735,72.77431,0.2,115.4
366789123,2023-01-01T07:30:00+00:00,18.8457,72.9125,5.4,190.0
338123456,2023-01-01T07:35:00+00:00,18.81466,72.8956,6.5,356.0
338123456,2023-01-01T07:40:00+00:00,18.97816,72.75974,5.2,306.9
374567890,2023-01-01T07:45:00+00:00,18.93963,72.85253,2.4,303.9
338123456,2023-01-01T07:50:00+00:00,18.83322,72.82237,8.8,52.6
366789123,2023-01-01T07:55:00+00:00,18.89682,72.7984,2.3,111.3
374567890,2023-01-01T08:00:00+00:00,18.82592,72.76698,3.0,136.4
338123456,2023-01-01T08:05:00+00:00,18.84344,72.92882,7.3,103.1
374567890,2023-01-01T08:10:00+00:00,18.96292,72.75671,2.2,350.3
366789123,2023-01-01T08:15:00+00:00,18.86587,72.75899,8.3,199.1
374567890,2023-01-01T08:20:00+00:00,18.98077,72.93079,7.7,334.9
338123456,2023-01-01T08:25:00+00:00,18.92078,72.75474,0.1,139.4
338123456,2023-01-01T08:30:00+00:00,18.95129,72.8177,3.6,56.2
374567890,2023-01-01T08:35:00+00:00,18.88694,72.93121,7.6,150.8
338123456,2023-01-01T08:40:00+00:00,18.82962,72.9339,0.4,98.6
338123456,2023-01-01T08:45:00+00:00,18.90017,72.8953,0.5,202.8
338123456,2023-01-01T08:50:00+00:00,18.9996,72.82818,4.9,63.7
338123456,2023-01-01T08:55:00+00:00,18.85507,72.93343,2.1,154.8
338123456,2023-01-01T09:00:00+00:00,18.91671,72.91715,8.6,169.7
338123456,2023-01-01T09:05:00+00:00,18.86223,72.80259,1.0,286.1
366789123,2023-01-01T09:10:00+00:00,18.90315,72.87117,9.7,63.1
366789123,2023-01-01T09:15:00+00:00,18.87079,72.92158,5.1,214.4
338123456,2023-01-01T09:20:00+00:00,18.87607,72.90427,2.8,358.2
374567890,2023-01-01T09:25:00+00:00,18.81609,72.77575,1.5,129.3
338123456,2023-01-01T09:30:00+00:00,18.94402,72.78617,8.0,343.9
366789123,2023-01-01T09:35:00+00:00,18.97948,72.83726,8.0,128.2
374567890,2023-01-01T09:40:00+00:00,18.83648,72.91768,0.5,209.2
366789123,2023-01-01T09:45:00+00:00,18.80382,72.91208,9.8,148.0
374567890,2023-01-01T09:50:00+00:00,18.97499,72.87604,8.9,116.3
338123456,2023-01-01T09:55:00+00:00,18.87118,72.9306,8.3,43.8
366789123,2023-01-01T10:00:00+00:00,18.82647,72.94123,6.0,89.7
366789123,2023-01-01T10:05:00+00:00,18.85686,72.77683,6.7,218.7
374567890,2023-01-01T10:10:00+00:00,18.8695,72.94338,5.6,25.2
374567890,2023-01-01T10:15:00+00:00,18.94867,72.93527,9.9,186.6
338123456,2023-01-01T10:20:00+00:00,18.99473,72.85825,0.9,357.1
338123456,2023-01-01T10:25:00+00:00,18.99569,72.78698,8.2,162.3
366789123,2023-01-01T10:30:00+00:00,18.85011,72.81727,9.9,288.6
374567890,2023-01-01T10:35:00+00:00,18.92653,72.85466,6.6,71.1
338123456,2023-01-01T10:40:00+00:00,18.86056,72.93549,8.1,218.0
338123456,2023-01-01T10:45:00+00:00,18.86341,72.77252,0.7,182.2
374567890,2023-01-01T10:50:00+00:00,18.84815,72.90389,3.7,137.2
366789123,2023-01-01T10:55:00+00:00,18.87857,72.83263,7.1,267.7
366789123,2023-01-01T11:00:00+00:00,18.96358,72.80449,8.6,270.5
366789123,2023-01-01T11:05:00+00:00,18.90624,72.81617,8.0,161.0
366789123,2023-01-01T11:10:00+00:00,18.96197,72.91179,9.9,112.6
338123456,2023-01-01T11:15:00+00:00,18.89172,72.9363,7.2,123.0
338123456,2023-01-01T11:20:00+00:00,18.98029,72.92685,3.6,197.5
374567890,2023-01-01T11:25:00+00:00,18.97487,72.90541,8.9,340.5
374567890,2023-01-01T11:30:00+00:00,18.88337,72.79994,7.9,89.5
374567890,2023-01-01T11:35:00+00:00,18.94152,72.84959,8.1,57.0
374567890,2023-01-01T11:40:00+00:00,18.87787,72.79344,5.6,38.1
374567890,2023-01-01T11:45:00+00:00,18.88949,72.79486,6.9,56.4
338123456,2023-01-01T11:50:00+00:00,18.87047,72.8549,3.6,152.9
366789123,2023-01-01T11:55:00+00:00,18.9437,72.86768,5.2,234.3
366789123,2023-01-01T12:00:00+00:00,18.86381,72.90356,4.7,128.6
374567890,2023-01-01T12:05:00+00:00,18.85208,72.85898,9.1,209.4
366789123,2023-01-01T12:10:00+00:00,18.94726,72.80311,2.6,36.1
338123456,2023-01-01T12:15:00+00:00,18.92445,72.88017,7.3,193.1
374567890,2023-01-01T12:20:00+00:00,18.91261,72.78431,1.9,338.7
374567890,2023-01-01T12:25:00+00:00,18.83405,72.79491,2.4,304.2
374567890,2023-01-01T12:30:00+00:00,18.98995,72.94849,3.9,97.8
366789123,2023-01-01T12:35:00+00:00,18.96493,72.77873,7.4,149.2
338123456,2023-01-01T12:40:00+00:00,18.81169,72.90485,2.3,247.7
366789123,2023-01-01T12:45:00+00:00,18.97132,72.79824,8.1,18.6
338123456,2023-01-01T12:50:00+00:00,18.94544,72.84775,1.4,198.7
366789123,2023-01-01T12:55:00+00:00,18.96266,72.78194,6.2,216.2
374567890,2023-01-01T13:00:00+00:00,18.85987,72.79255,4.2,161.6
374567890,2023-01-01T13:05:00+00:00,18.83423,72.88767,7.1,193.4
366789123,2023-01-01T13:10:00+00:00,18.85276,72.93411,2.4,205.2
374567890,2023-01-01T13:15:00+00:00,18.94682,72.90134,9.5,303.4
374567890,2023-01-01T13:20:00+00:00,18.83403,72.9148,2.7,268.6
366789123,2023-01-01T13:25:00+00:00,18.96938,72.80957,9.5,279.3
366789123,2023-01-01T13:30:00+00:00,18.93081,72.88574,3.7,52.2
366789123,2023-01-01T13:35:00+00:00,18.96866,72.85506,3.2,166.3
374567890,2023-01-01T13:40:00+00:00,18.89707,72.76737,9.6,107.1
338123456,2023-01-01T13:45:00+00:00,18.89905,72.94706,1.0,71.9
374567890,2023-01-01T13:50:00+00:00,18.96287,72.90793,5.9,137.2
374567890,2023-01-01T13:55:00+00:00,18.93358,72.82728,4.2,264.6
338123456,2023-01-01T14:00:00+00:00,18.99264,72.82274,0.3,274.0
366789123,2023-01-01T14:05:00+00:00,18.90817,72.89704,0.2,37.7
338123456,2023-01-01T14:10:00+00:00,18.94961,72.76865,6.4,310.9
338123456,2023-01-01T14:15:00+00:00,18.91114,72.75321,5.5,99.2
366789123,2023-01-01T14:20:00+00:00,18.85632,72.83849,7.2,179.5
374567890,2023-01-01T14:25:00+00:00,18.9192,72.93949,8.9,46.3
338123456,2023-01-01T14:30:00+00:00,18.90858,72.86667,2.5,174.3
366789123,2023-01-01T14:35:00+00:00,18.99446,72.83254,2.6,7.4
366789123,2023-01-01T14:40:00+00:00,18.919,72.78003,7.5,38.9
374567890,2023-01-01T14:45:00+00:00,18.84625,72.75327,0.3,51.9
374567890,2023-01-01T14:50:00+00:00,18.93366,72.88796,5.2,181.0
374567890,2023-01-01T14:55:00+00:00,18.83322,72.78207,2.2,276.0
366789123,2023-01-01T15:00:00+00:00,18.93217,72.81101,3.9,76.5
366789123,2023-01-01T15:05:00+00:00,18.84809,72.9482,2.7,242.1
366789123,2023-01-01T15:10:00+00:00,18.96155,72.91591,9.6,26.1
338123456,2023-01-01T15:15:00+00:00,18.96964,72.86657,3.3,220.9
366789123,2023-01-01T15:20:00+00:00,18.95982,72.76873,2.1,204.0
374567890,2023-01-01T15:25:00+00:00,18.80612,72.79626,1.5,356.8
374567890,2023-01-01T15:30:00+00:00,18.80098,72.86597,5.8,89.2
366789123,2023-01-01T15:35:00+00:00,18.86987,72.80361,4.4,142.7
374567890,2023-01-01T15:40:00+00:00,18.99076,72.75378,8.1,134.3
374567890,2023-01-01T15:45:00+00:00,18.95398,72.88929,8.4,256.8
338123456,2023-01-01T15:50:00+00:00,18.91343,72.8407,8.2,298.0
374567890,2023-01-01T15:55:00+00:00,18.91081,72.94619,0.6,357.4
366789123,2023-01-01T16:00:00+00:00,18.80978,72.8198,7.3,295.1
338123456,2023-01-01T16:05:00+00:00,18.9317,72.9079,6.3,179.2
374567890,2023-01-01T16:10:00+00:00,18.92638,72.93828,9.2,174.3
366789123,2023-01-01T16:15:00+00:00,18.92081,72.8011,3.8,83.7
374567890,2023-01-01T16:20:00+00:00,18.84754,72.76848,2.0,206.1
338123456,2023-01-01T16:25:00+00:00,18.91744,72.86446,9.2,9.9
338123456,2023-01-01T16:30:00+00:00,18.81622,72.94019,6.9,34.0
374567890,2023-01-01T16:35:00+00:00,18.87575,72.79484,5.9,306.0
338123456,2023-01-01T16:40:00+00:00,18.8877,72.8065,5.1,109.4
374567890,2023-01-01T16:45:00+00:00,18.93716,72.77002,2.8,36.0
338123456,2023-01-01T16:50:00+00:00,18.881,72.76152,3.5,257.2
338123456,2023-01-01T16:55:00+00:00,18.83965,72.86781,2.4,325.5
366789123,2023-01-01T17:00:00+00:00,18.85386,72.80897,7.4,114.1
338123456,2023-01-01T17:05:00+00:00,18.99233,72.91968,2.4,318.1
338123456,2023-01-01T17:10:00+00:00,18.92464,72.80092,5.1,122.1
374567890,2023-01-01T17:15:00+00:00,18.89327,72.94728,2.3,9.1
338123456,2023-01-01T17:20:00+00:00,18.98259,72.80103,8.4,75.2
338123456,2023-01-01T17:25:00+00:00,18.97242,72.825,4.4,154.9
366789123,2023-01-01T17:30:00+00:00,18.91441,72.82429,8.3,49.2
338123456,2023-01-01T17:35:00+00:00,18.85246,72.8776,1.9,319.8
338123456,2023-01-01T17:40:00+00:00,18.93645,72.9343,8.0,12.6
374567890,2023-01-01T17:45:00+00:00,18.98114,72.92234,9.8,357.7
366789123,2023-01-01T17:50:00+00:00,18.99299,72.8106,0.8,29.1
366789123,2023-01-01T17:55:00+00:00,18.9042,72.7818,4.0,204.7
366789123,2023-01-01T18:00:00+00:00,18.83199,72.88825,8.3,94.9
374567890,2023-01-01T18:05:00+00:00,18.97832,72.82204,5.7,90.9
366789123,2023-01-01T18:10:00+00:00,18.89376,72.89501,2.2,247.6
366789123,2023-01-01T18:15:00+00:00,18.87734,72.81097,9.0,13.4
338123456,2023-01-01T18:20:00+00:00,18.80585,72.78357,0.8,170.7
338123456,2023-01-01T18:25:00+00:00,18.94837,72.79451,7.4,128.8
374567890,2023-01-01T18:30:00+00:00,18.96142,72.76299,4.6,82.3
374567890,2023-01-01T18:35:00+00:00,18.88732,72.79585,9.9,114.7
366789123,2023-01-01T18:40:00+00:00,18.87394,72.83624,4.5,93.9
